gene_name	description	receptor	carnival_activity.res	UNIPROT.res	final_score.res	method.res	discordant.res	mf.res	carnival_activity.sens	UNIPROT.sens	final_score.sens	method.sens	discordant.sens	mf.sens	uniprotswissprot
PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9377]	NA	-100	P54646	NA	CARNIVAL	FALSE	kin	NA	NA	NA	NA	NA	NA	P54646
PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9378]	NA	-100	Q9Y478	-7.39692	PhosphoScore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q9Y478
PRKACB	protein kinase cAMP-activated catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9381]	NA	100	P22694	8.655115253	VIPER	FALSE	kin	NA	NA	NA	NA	NA	NA	P22694
PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:9385]	NA	-100	P54619	-1.88032	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	P54619
PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9388]	NA	-100	P10644	-1.89818	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	P10644
PRKCA	protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393]	NA	-100	P17252	1.17795	PhosphoScore	TRUE	kin	NA	NA	NA	NA	NA	NA	P17252
PRKCB	protein kinase C beta [Source:HGNC Symbol;Acc:HGNC:9395]	NA	-100	P05771-2;P05771	-2.278894415	VIPER+PhosphoScore	FALSE	kin	NA	NA	NA	NA	NA	NA	P05771
PRKCE	protein kinase C epsilon [Source:HGNC Symbol;Acc:HGNC:9401]	NA	-100	Q02156	NA	CARNIVAL	FALSE	kin	NA	NA	NA	NA	NA	NA	Q02156
PRKD1	protein kinase D1 [Source:HGNC Symbol;Acc:HGNC:9407]	NA	-100	Q15139	NA	CARNIVAL	FALSE	kin	100	Q15139	NA	CARNIVAL	FALSE	kin	Q15139
PRKD2	protein kinase D2 [Source:HGNC Symbol;Acc:HGNC:17293]	NA	-100	Q9BZL6	-1.236336	PhosphoScore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q9BZL6
PRKG1	protein kinase cGMP-dependent 1 [Source:HGNC Symbol;Acc:HGNC:9414]	NA	-100	Q13976-2;Q13976	NA	CARNIVAL	FALSE	kin	NA	NA	NA	NA	NA	NA	Q13976
PRKN	parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]	NA	100	O60260	NA	CARNIVAL	FALSE	tf	NA	NA	NA	NA	NA	NA	O60260
PRPS2	phosphoribosyl pyrophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:9465]	NA	100	P11908	0.534192	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	P11908
PSEN1	presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508]	NA	-100	P49768	-2.67008	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P49768
PSMD2	"proteasome 26S subunit ubiquitin receptor, non-ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9559]"	y	-100	Q13200	-3.40836	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	Q13200
PSMD7	"proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]"	NA	-100	P51665	-0.312714	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P51665
PSTPIP1	proline-serine-threonine phosphatase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9580]	NA	100	O43586	3.64444	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	O43586
PTBP1	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]	NA	-100	P26599	-0.393744	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P26599
PTEN	phosphatase and tensin homolog [Source:HGNC Symbol;Acc:HGNC:9588]	NA	-100	P60484	0.1026848363628306	VIPER	TRUE	phos	NA	NA	NA	NA	NA	NA	P60484
PTK7	protein tyrosine kinase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:9618]	NA	-100	Q13308	-0.782732	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q13308
PTPN12	protein tyrosine phosphatase non-receptor type 12 [Source:HGNC Symbol;Acc:HGNC:9645]		-100	Q05209	0.7369464652857403	VIPER	TRUE	phos	NA	NA	NA	NA	NA	NA	Q05209
PTPRC	protein tyrosine phosphatase receptor type C [Source:HGNC Symbol;Acc:HGNC:9666]	y	100	P08575	1.37924	proteoscore	FALSE	phos	NA	NA	NA	NA	NA	NA	P08575
RAB7A	"RAB7A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9788]"	NA	100	P51149	0.223526	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P51149
RACGAP1	Rac GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9804]	NA	100	Q9H0H5	2.48082	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9H0H5
RACK1	receptor for activated C kinase 1 [Source:HGNC Symbol;Acc:HGNC:4399]	y	-100	P63244	NA	CARNIVAL	FALSE	other	NA	NA	NA	NA	NA	NA	P63244
RAD17	RAD17 checkpoint clamp loader component [Source:HGNC Symbol;Acc:HGNC:9807]	NA	100	O75943	0.530074	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	O75943
RAD23A	"RAD23 homolog A, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9812]"	NA	-100	P54725	-1.1321	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P54725
RAD51	RAD51 recombinase [Source:HGNC Symbol;Acc:HGNC:9817]	NA	100	Q06609	0.37857	proteoscore	FALSE	other	-100	Q06609	-0.640152	proteoscore;proteoscore	FALSE	other	Q06609
RAI14	retinoic acid induced 14 [Source:HGNC Symbol;Acc:HGNC:14873]	NA	-100	Q9P0K7	-3.62071	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9P0K7
RALA	RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]	NA	-100	P11233	-1.9505	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P11233
RALBP1	ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]	NA	-100	Q15311	-0.516579	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q15311
RANBP2	RAN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9848]	NA	-100	P49792	NA	CARNIVAL	FALSE	other	NA	NA	NA	NA	NA	NA	P49792
RANBP3	RAN binding protein 3 [Source:HGNC Symbol;Acc:HGNC:9850]	NA	100	Q9H6Z4	2.41471	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9H6Z4
RANBP9	RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727]	NA	-100	Q96S59	-0.814079	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q96S59
RANGAP1	Ran GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9854]	NA	-100	P46060	1.38744	proteoscore	TRUE	other	NA	NA	NA	NA	NA	NA	P46060
RAP1GAP	RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]	NA	-100	P47736	-2.27011	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	P47736
RASA1	RAS p21 protein activator 1 [Source:HGNC Symbol;Acc:HGNC:9871]	NA	100	P20936	0.465945	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P20936
RB1	RB transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:9884]	NA	100	P06400	1.449865	PhosphoScore	FALSE	tf	NA	NA	NA	NA	NA	NA	P06400
RBBP8	"RB binding protein 8, endonuclease [Source:HGNC Symbol;Acc:HGNC:9891]"	NA	45	Q99708	NA	CARNIVAL	FALSE	tf	NA	NA	NA	NA	NA	NA	Q99708
RBPJ	recombination signal binding protein for immunoglobulin kappa J region [Source:HGNC Symbol;Acc:HGNC:5724]	NA	100	Q06330	2.22473	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q06330
RCAN1	regulator of calcineurin 1 [Source:HGNC Symbol;Acc:HGNC:3040]	NA	100	P53805-2;P53805	1.30431	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	P53805
RCSD1	RCSD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28310]	NA	-100	Q6JBY9	-2.39746	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q6JBY9
RDX	radixin [Source:HGNC Symbol;Acc:HGNC:9944]	NA	100	P35241	0.905843	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P35241
REL	"REL proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9954]"	NA	-100	Q04864	-1.66989	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q04864
RELA	"RELA proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9955]"	NA	-100	Q04206	-0.212245	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q04206
RET	ret proto-oncogene [Source:HGNC Symbol;Acc:HGNC:9967]	NA	100	P07949	NA	CARNIVAL	FALSE	kin	NA	NA	NA	NA	NA	NA	P07949
RFX5	regulatory factor X5 [Source:HGNC Symbol;Acc:HGNC:9986]	NA	-100	P48382	-1.14298	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P48382
RHEB	"Ras homolog, mTORC1 binding [Source:HGNC Symbol;Acc:HGNC:10011]"	NA	-100	Q15382	-0.758591	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q15382
RHOT2	ras homolog family member T2 [Source:HGNC Symbol;Acc:HGNC:21169]	NA	-100	Q8IXI1	-2.51896	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q8IXI1
RIN1	Ras and Rab interactor 1 [Source:HGNC Symbol;Acc:HGNC:18749]	NA	-100	Q13671	NA	CARNIVAL	FALSE	other	NA	NA	NA	NA	NA	NA	Q13671
RIPK1	receptor interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:10019]		100	Q13546	4.75572	PhosphoScore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q13546
RLIM	"ring finger protein, LIM domain interacting [Source:HGNC Symbol;Acc:HGNC:13429]"	NA	100	Q9NVW2	2.10531	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q9NVW2
RNF111	ring finger protein 111 [Source:HGNC Symbol;Acc:HGNC:17384]	NA	100	Q6ZNA4	NA	CARNIVAL	FALSE	other	NA	NA	NA	NA	NA	NA	Q6ZNA4
RNF5	ring finger protein 5 [Source:HGNC Symbol;Acc:HGNC:10068]	NA	-100	Q99942	-3.36812	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q99942
RNF7	ring finger protein 7 [Source:HGNC Symbol;Acc:HGNC:10070]	NA	-100	Q9UBF6	-0.695446	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9UBF6
RNF8	ring finger protein 8 [Source:HGNC Symbol;Acc:HGNC:10071]	NA	-100	O76064	NA	CARNIVAL	FALSE	other	NA	NA	NA	NA	NA	NA	O76064
ROCK1	Rho associated coiled-coil containing protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:10251]	NA	100	Q13464	0.418552	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q13464
ROCK2	Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]	NA	-100	O75116	NA	CARNIVAL	FALSE	kin	NA	NA	NA	NA	NA	NA	O75116
RPA1	replication protein A1 [Source:HGNC Symbol;Acc:HGNC:10289]	NA	100	P27694	0.56737	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P27694
RPS3	ribosomal protein S3 [Source:HGNC Symbol;Acc:HGNC:10420]	NA	100	P23396	0.922608	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	P23396
RPS6KA3	ribosomal protein S6 kinase A3 [Source:HGNC Symbol;Acc:HGNC:10432]	NA	-100	P51812	-0.82755	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	P51812
RPS6KA4	ribosomal protein S6 kinase A4 [Source:HGNC Symbol;Acc:HGNC:10433]	NA	100	O75676	3.68003	proteoscore	FALSE	kin	-100	O75676	-1.15202332	VIPER;VIPER	FALSE	kin	O75676
RPTOR	regulatory associated protein of MTOR complex 1 [Source:HGNC Symbol;Acc:HGNC:30287]	NA	100	Q8N122	0.3363450000000001	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	Q8N122
RUNX3	RUNX family transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]	NA	100	Q13761	2.64346	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q13761
RXRA	retinoid X receptor alpha [Source:HGNC Symbol;Acc:HGNC:10477]	y	-100	P19793	-1.73308	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P19793
SCRIB	scribble planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:30377]	NA	-100	Q14160	-0.522036	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q14160
SET	SET nuclear proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10760]	NA	100	Q01105-2;Q01105	NA	CARNIVAL	FALSE	other	NA	NA	NA	NA	NA	NA	Q01105
SGK1	serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]	NA	-23.5	O00141	NA	CARNIVAL	FALSE	kin	NA	NA	NA	NA	NA	NA	O00141
SH2B1	SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30417]	NA	-100	Q9NRF2	-1.62286	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9NRF2
SHMT1	serine hydroxymethyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10850]	NA	100	P34896	3.31535	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P34896
SHMT2	serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852]	NA	100	P34897	0.554384	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P34897
SHOC2	SHOC2 leucine rich repeat scaffold protein [Source:HGNC Symbol;Acc:HGNC:15454]	NA	100	Q9UQ13	1.16513	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9UQ13
SIK3	SIK family kinase 3 [Source:HGNC Symbol;Acc:HGNC:29165]	NA	100	Q9Y2K2	2.15574	PhosphoScore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q9Y2K2
SIRT1	sirtuin 1 [Source:HGNC Symbol;Acc:HGNC:14929]	NA	-100	Q96EB6	-2.75919	PhosphoScore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q96EB6
SIRT3	sirtuin 3 [Source:HGNC Symbol;Acc:HGNC:14931]	NA	-100	Q9NTG7	-2.3511	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9NTG7
SIRT4	sirtuin 4 [Source:HGNC Symbol;Acc:HGNC:14932]	NA	100	Q9Y6E7	0.51203	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9Y6E7
SIRT7	sirtuin 7 [Source:HGNC Symbol;Acc:HGNC:14935]	NA	100	Q9NRC8	2.2862	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9NRC8
SKI	SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896]	NA	-100	P12755	-2.71027	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P12755
SKP1_PAM_E3	NA	NA	100	SIGNOR-C537	NA	CARNIVAL	FALSE	complex	NA	NA	NA	NA	NA	NA	NA
SLC19A1	solute carrier family 19 member 1 [Source:HGNC Symbol;Acc:HGNC:10937]	NA	100	P41440	0.650896	proteoscore	FALSE	other	-100	P41440	-1.7253	proteoscore;proteoscore	FALSE	other	P41440
SLC1A3	solute carrier family 1 member 3 [Source:HGNC Symbol;Acc:HGNC:10941]	NA	100	P43003	1.57673	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P43003
SLC7A11	solute carrier family 7 member 11 [Source:HGNC Symbol;Acc:HGNC:11059]	NA	100	Q9UPY5	3.29107	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9UPY5
SMAD2	SMAD family member 2 [Source:HGNC Symbol;Acc:HGNC:6768]	NA	100	Q15796	0.435522	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q15796
SMAD3	SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]	NA	-100	P84022	-2.55393	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P84022
SMAD4	SMAD family member 4 [Source:HGNC Symbol;Acc:HGNC:6770]	NA	-100	Q13485	-0.373958	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q13485
SMAD5	SMAD family member 5 [Source:HGNC Symbol;Acc:HGNC:6771]	NA	-100	Q99717	-0.872607	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q99717
SMARCAL1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1 [Source:HGNC Symbol;Acc:HGNC:11102]"	NA	100	Q9NZC9	1.61077	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9NZC9
SMC3	structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468]	NA	100	Q9UQE7	0.766281	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9UQE7
SNAI1	snail family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:11128]	NA	100	O95863	2.91426	PhosphoScore	FALSE	tf	NA	NA	NA	NA	NA	NA	O95863
SNCA	synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]	NA	100	P37840	NA	CARNIVAL	FALSE	other	NA	NA	NA	NA	NA	NA	P37840
SND1	staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30646]	NA	-100	Q7KZF4	-1.61487	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q7KZF4
SNX9	sorting nexin 9 [Source:HGNC Symbol;Acc:HGNC:14973]	NA	-100	Q9Y5X1	-5.71169	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9Y5X1
SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:HGNC:19382]	NA	-100	O14508	-3.07007	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	O14508
SOD1	superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179]	NA	-100	P00441	-4.89831	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P00441
SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:11187]	NA	-100	Q07889	-1.82072	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q07889
SOX6	SRY-box transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:16421]	NA	100	P35712	2.86105	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P35712
SP1	Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]	NA	100	P08047	NA	CARNIVAL	FALSE	tf	-100	P08047	NA	CARNIVAL	FALSE	tf	P08047
SP100	SP100 nuclear antigen [Source:HGNC Symbol;Acc:HGNC:11206]	NA	-100	P23497	-2.25768	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P23497
SP3	Sp3 transcription factor [Source:HGNC Symbol;Acc:HGNC:11208]	NA	-100	Q02447	-0.32243	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q02447
SPEN	spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]	NA	-100	Q96T58	-0.707619	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q96T58
SPHK2	sphingosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:18859]	NA	100	Q9NRA0	2.86675	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q9NRA0
SPRY2	sprouty RTK signaling antagonist 2 [Source:HGNC Symbol;Acc:HGNC:11270]	NA	100	O43597	NA	CARNIVAL	FALSE	other	NA	NA	NA	NA	NA	NA	O43597
SRC	"SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]"		-100	P12931	-5.07364	PhosphoScore	FALSE	kin	NA	NA	NA	NA	NA	NA	P12931
SREBF1	sterol regulatory element binding transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11289]	NA	49	P36956-3;P36956	NA	CARNIVAL	FALSE	tf	NA	NA	NA	NA	NA	NA	P36956
SREBF2	sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11290]	NA	-75.5	Q12772	NA	CARNIVAL	FALSE	tf	NA	NA	NA	NA	NA	NA	Q12772
SRI	sorcin [Source:HGNC Symbol;Acc:HGNC:11292]	NA	100	P30626	0.52781	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P30626
SSH1	slingshot protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30579]	NA	100	Q8WYL5	1.50089	PhosphoScore	FALSE	phos	-100	Q8WYL5	-1.58126	PhosphoScore;VIPER	FALSE	phos	Q8WYL5
STAM2	signal transducing adaptor molecule 2 [Source:HGNC Symbol;Acc:HGNC:11358]	NA	100	O75886	0.291506	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	O75886
STAR	steroidogenic acute regulatory protein [Source:HGNC Symbol;Acc:HGNC:11359]	NA	-100	P49675	-4.29313	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P49675
STAT1	signal transducer and activator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:11362]	NA	-100	P42224	-1.84326	PhosphoScore	FALSE	tf	NA	NA	NA	NA	NA	NA	P42224
STAT2	signal transducer and activator of transcription 2 [Source:HGNC Symbol;Acc:HGNC:11363]	NA	-100	P52630	-0.362077	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P52630
STAT5B	signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]	NA	-100	P51692	-1.0911	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P51692
STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:HGNC:11386]	NA	100	Q13586	2.57331425	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	Q13586
STK11	serine/threonine kinase 11 [Source:HGNC Symbol;Acc:HGNC:11389]	NA	100	Q15831-2;Q15831	0.708015	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q15831
STK24	serine/threonine kinase 24 [Source:HGNC Symbol;Acc:HGNC:11403]	NA	100	Q9Y6E0	0.422902	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q9Y6E0
STK38	serine/threonine kinase 38 [Source:HGNC Symbol;Acc:HGNC:17847]	NA	-100	Q15208	NA	CARNIVAL	FALSE	kin	NA	NA	NA	NA	NA	NA	Q15208
STK38L	serine/threonine kinase 38 like [Source:HGNC Symbol;Acc:HGNC:17848]	NA	100	Q9Y2H1	1.68574	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q9Y2H1
SUFU	SUFU negative regulator of hedgehog signaling [Source:HGNC Symbol;Acc:HGNC:16466]	NA	100	Q9UMX1	2.60241	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q9UMX1
SYNE3	spectrin repeat containing nuclear envelope family member 3 [Source:HGNC Symbol;Acc:HGNC:19861]	NA	100	Q6ZMZ3	2.07237	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q6ZMZ3
TAB1	TGF-beta activated kinase 1 (MAP3K7) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18157]	NA	-100	Q15750	-0.503864	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q15750
TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17075]	NA	100	Q9NYJ8	1.60039	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9NYJ8
TAGLN2	transgelin 2 [Source:HGNC Symbol;Acc:HGNC:11554]	NA	-100	P37802	0.404975	proteoscore	TRUE	other	NA	NA	NA	NA	NA	NA	P37802
TAL1	"TAL bHLH transcription factor 1, erythroid differentiation factor [Source:HGNC Symbol;Acc:HGNC:11556]"	NA	100	P17542	0.795826	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P17542
TANK	TRAF family member associated NFKB activator [Source:HGNC Symbol;Acc:HGNC:11562]	NA	100	Q92844	0.950063	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q92844
TAOK1	TAO kinase 1 [Source:HGNC Symbol;Acc:HGNC:29259]	NA	100	Q7L7X3	0.522349	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q7L7X3
TARDBP	TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]	NA	100	Q13148	0.614758	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q13148
TBCB	tubulin folding cofactor B [Source:HGNC Symbol;Acc:HGNC:1989]	NA	100	Q99426	0.467875	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q99426
TBL1XR1	TBL1X/Y related 1 [Source:HGNC Symbol;Acc:HGNC:29529]	NA	-100	Q9BZK7	-1.20313	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q9BZK7
TBXA2R	thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]	y	-100	P21731	-3.54123	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	P21731
TCF12	transcription factor 12 [Source:HGNC Symbol;Acc:HGNC:11623]	NA	100	Q99081	1.43966	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q99081
TCF3	transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11633]	NA	100	P15923	5.64454	PhosphoScore	FALSE	tf	NA	NA	NA	NA	NA	NA	P15923
TCOF1	treacle ribosome biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:11654]	NA	-100	Q13428	-0.487175	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q13428
TDP2	tyrosyl-DNA phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:17768]	NA	-100	O95551	-3.79092	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	O95551
TERF1	telomeric repeat binding factor 1 [Source:HGNC Symbol;Acc:HGNC:11728]	NA	-100	P54274	-1.66086	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P54274
TET2	tet methylcytosine dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:25941]	NA	100	Q6N021	NA	CARNIVAL	FALSE	other	NA	NA	NA	NA	NA	NA	Q6N021
TFAM	"transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:HGNC:11741]"	NA	-100	Q00059	-2.6226	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q00059
TFCP2	transcription factor CP2 [Source:HGNC Symbol;Acc:HGNC:11748]	NA	-100	Q12800	-4.34795	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q12800
TFEB	transcription factor EB [Source:HGNC Symbol;Acc:HGNC:11753]	NA	-100	P19484	-2.675633333	PhosphoScore	FALSE	tf	NA	NA	NA	NA	NA	NA	P19484
TGFB1	transforming growth factor beta 1 [Source:HGNC Symbol;Acc:HGNC:11766]	NA	100	P01137	1.75671	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P01137
