gene_name	Names	class	Type	final_score.ima	final_score.res	Difference.SENS.Ima_SENS.CTRL	Difference.RES.CTRL_SENS.CTRL	C..method.res	C..GOBP.slim.name_	C..KEGG.name_	T..UNIPROT.ima	T..mf	T..method.ima	T..UNIPROT.res	N..Size	N..P.value	N..Benj..Hoch..FDR	combined_score.ima	combined_score.res
PTPN11	regulation of mitotic cell cycle	all_down	GOBP slim name	-0.465242322	-0.374574	-0.110904	-0.0479277	VIPER+PhosphoScore	anatomical structure development;anatomical structure formation involved in morphogenesis;anatomical structure morphogenesis;biological regulation;cell cycle;cell development;cell differentiation;cell motility;cellular component movement;cellular lipid metabolic process;cellular metabolic process;cellular process;coagulation;developmental process;glycerol ether metabolic process;growth;homeostatic process;hormone metabolic process;immune system process;lipid metabolic process;locomotion;macromolecule metabolic process;macromolecule modification;metabolic process;mitotic cell cycle;multicellular organismal process;phosphorus metabolic process;primary metabolic process;protein dephosphorylation;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of mitotic cell cycle;regulation of protein modification process;regulation of transport;response to chemical stimulus;response to DNA damage stimulus;response to endogenous stimulus;response to external stimulus;response to stimulus;response to stress;signal transduction;small molecule metabolic process	Adipocytokine signaling pathway;Chronic myeloid leukemia;Epithelial cell signaling in Helicobacter pylori infection;Jak-STAT signaling pathway;Leukocyte transendothelial migration;MAPK signaling pathway - fly;Natural killer cell mediated cytotoxicity;Neurotrophin signaling pathway;Renal cell carcinoma	Q06124;Q06124	phos	VIPER+PhosphoScore	Q06124;Q06124	600	8.21438e-4	0.00518999	0.051597234479088	0.0179524702998
PTPN11	Chronic myeloid leukemia	all_down	KEGG name	-0.465242322	-0.374574	-0.279268	-0.0911499	VIPER+PhosphoScore	anatomical structure development;anatomical structure formation involved in morphogenesis;anatomical structure morphogenesis;biological regulation;cell cycle;cell development;cell differentiation;cell motility;cellular component movement;cellular lipid metabolic process;cellular metabolic process;cellular process;coagulation;developmental process;glycerol ether metabolic process;growth;homeostatic process;hormone metabolic process;immune system process;lipid metabolic process;locomotion;macromolecule metabolic process;macromolecule modification;metabolic process;mitotic cell cycle;multicellular organismal process;phosphorus metabolic process;primary metabolic process;protein dephosphorylation;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of mitotic cell cycle;regulation of protein modification process;regulation of transport;response to chemical stimulus;response to DNA damage stimulus;response to endogenous stimulus;response to external stimulus;response to stimulus;response to stress;signal transduction;small molecule metabolic process	Adipocytokine signaling pathway;Chronic myeloid leukemia;Epithelial cell signaling in Helicobacter pylori infection;Jak-STAT signaling pathway;Leukocyte transendothelial migration;MAPK signaling pathway - fly;Natural killer cell mediated cytotoxicity;Neurotrophin signaling pathway;Renal cell carcinoma	Q06124;Q06124	phos	VIPER+PhosphoScore	Q06124;Q06124	169	8.52683e-6	3.76886e-4	0.129927292780296	0.03414238264260001
PTPN11	MAPK signaling pathway - fly	all_down	KEGG name	-0.465242322	-0.374574	-0.54999	-0.00813724	VIPER+PhosphoScore	anatomical structure development;anatomical structure formation involved in morphogenesis;anatomical structure morphogenesis;biological regulation;cell cycle;cell development;cell differentiation;cell motility;cellular component movement;cellular lipid metabolic process;cellular metabolic process;cellular process;coagulation;developmental process;glycerol ether metabolic process;growth;homeostatic process;hormone metabolic process;immune system process;lipid metabolic process;locomotion;macromolecule metabolic process;macromolecule modification;metabolic process;mitotic cell cycle;multicellular organismal process;phosphorus metabolic process;primary metabolic process;protein dephosphorylation;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of mitotic cell cycle;regulation of protein modification process;regulation of transport;response to chemical stimulus;response to DNA damage stimulus;response to endogenous stimulus;response to external stimulus;response to stimulus;response to stress;signal transduction;small molecule metabolic process	Adipocytokine signaling pathway;Chronic myeloid leukemia;Epithelial cell signaling in Helicobacter pylori infection;Jak-STAT signaling pathway;Leukocyte transendothelial migration;MAPK signaling pathway - fly;Natural killer cell mediated cytotoxicity;Neurotrophin signaling pathway;Renal cell carcinoma	Q06124;Q06124	phos	VIPER+PhosphoScore	Q06124;Q06124	25	5.64779e-4	0.00960125	0.25587862467677996	0.0030479985357600003
SRPK1	chromosome segregation	all_down	GOBP slim name	-1.367002958	-0.0610331	-0.174758	-0.177686	VIPER	biological regulation;cellular component organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;chromatin organization;chromosome organization;chromosome segregation;DNA metabolic process;DNA packaging;immune system process;macromolecule metabolic process;macromolecule modification;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organelle organization;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;response to stimulus;response to stress;RNA metabolic process;RNA processing;RNA splicing;signal transduction;viral reproduction	NA	Q96SB4	kin	VIPER	Q96SB4	263	9.15035e-6	2.11983e-4	0.238894702934164	0.0108447274066
SRPK1	DNA packaging	all_down	GOBP slim name	-1.367002958	-0.0610331	-0.170057	-0.277843	VIPER	biological regulation;cellular component organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;chromatin organization;chromosome organization;chromosome segregation;DNA metabolic process;DNA packaging;immune system process;macromolecule metabolic process;macromolecule modification;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organelle organization;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;response to stimulus;response to stress;RNA metabolic process;RNA processing;RNA splicing;signal transduction;viral reproduction	NA	Q96SB4	kin	VIPER	Q96SB4	66	0.00301731	0.0121567	0.23246842202860601	0.0169576196033
SSH1	Regulation of actin cytoskeleton	tardive	KEGG name	-1.58126	1.50089	-0.0955404	0.17401	PhosphoScore	anatomical structure morphogenesis;biological regulation;cell morphogenesis;cellular component morphogenesis;cellular component organization;cellular metabolic process;cellular process;cytoskeleton organization;developmental process;macromolecule metabolic process;macromolecule modification;metabolic process;organelle organization;phosphorus metabolic process;primary metabolic process;protein dephosphorylation;protein metabolic process;protein modification process;regulation of organelle organization;response to chemical stimulus;response to stimulus	Regulation of actin cytoskeleton	Q8WYL5	phos	PhosphoScore	Q8WYL5	189	1.87803e-4	0.00415046	0.151074212904	0.2611698689
GK	alcohol metabolic process	all_up	GOBP slim name	0.637591	1.41849	0.114141	0.157146	proteoscore	alcohol metabolic process;biological regulation;biosynthetic process;carbohydrate metabolic process;catabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;glycerol ether metabolic process;homeostatic process;lipid metabolic process;metabolic process;phosphorus metabolic process;primary metabolic process;small molecule metabolic process	Glycerolipid metabolism;Plant-pathogen interaction;PPAR signaling pathway	P32189	kin	proteoscore	P32189	211	0.00179449	0.00907035	0.072775274331	0.22291002954000003
GK	cellular lipid metabolic process	all_up	GOBP slim name	0.637591	1.41849	0.135487	0.0790207	proteoscore	alcohol metabolic process;biological regulation;biosynthetic process;carbohydrate metabolic process;catabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;glycerol ether metabolic process;homeostatic process;lipid metabolic process;metabolic process;phosphorus metabolic process;primary metabolic process;small molecule metabolic process	Glycerolipid metabolism;Plant-pathogen interaction;PPAR signaling pathway	P32189	kin	proteoscore	P32189	323	0.00165	0.00865472	0.086385291817	0.11209007274300001
GK	homeostatic process	all_up	GOBP slim name	0.637591	1.41849	0.136567	0.0510676	proteoscore	alcohol metabolic process;biological regulation;biosynthetic process;carbohydrate metabolic process;catabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;glycerol ether metabolic process;homeostatic process;lipid metabolic process;metabolic process;phosphorus metabolic process;primary metabolic process;small molecule metabolic process	Glycerolipid metabolism;Plant-pathogen interaction;PPAR signaling pathway	P32189	kin	proteoscore	P32189	683	1.41422e-5	2.80824e-4	0.08707389009699999	0.072438879924
GK	lipid metabolic process	all_up	GOBP slim name	0.637591	1.41849	0.130998	0.0708988	proteoscore	alcohol metabolic process;biological regulation;biosynthetic process;carbohydrate metabolic process;catabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;glycerol ether metabolic process;homeostatic process;lipid metabolic process;metabolic process;phosphorus metabolic process;primary metabolic process;small molecule metabolic process	Glycerolipid metabolism;Plant-pathogen interaction;PPAR signaling pathway	P32189	kin	proteoscore	P32189	371	0.00130889	0.00699754	0.08352314581800001	0.100569238812
PRKACA	alcohol metabolic process	all_up	GOBP slim name	2.85179	1.33656	0.114141	0.157146	PhosphoScore	alcohol metabolic process;anatomical structure formation involved in morphogenesis;biological regulation;biosynthetic process;carbohydrate metabolic process;catabolic process;cell cycle;cell maturation;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular lipid metabolic process;cellular metabolic process;cellular process;coagulation;developmental maturation;developmental process;energy reserve metabolic process;establishment of localization;fluid transport;generation of precursor metabolites and energy;glycerol ether metabolic process;homeostatic process;immune system process;lipid metabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;mitotic cell cycle;multicellular organismal process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of protein modification process;regulation of transport;response to chemical stimulus;response to endogenous stimulus;response to stimulus;response to stress;signal transduction;small molecule metabolic process;transmembrane transport;transport	Amoebiasis;Apoptosis;Bile secretion;Calcium signaling pathway;Chemokine signaling pathway;Dilated cardiomyopathy;Endocrine and other factor-regulated calcium reabsorption;Gap junction;Gastric acid secretion;GnRH signaling pathway;Hedgehog signaling pathway;Insulin signaling pathway;Long-term potentiation;MAPK signaling pathway;Meiosis - yeast;Melanogenesis;Olfactory transduction;Oocyte meiosis;Prion diseases;Progesterone-mediated oocyte maturation;Salivary secretion;Taste transduction;Vascular smooth muscle contraction;Vasopressin-regulated water reabsorption;Vibrio cholerae infection;Wnt signaling pathway	P17612	kin	PhosphoScore	P17612	211	0.00179449	0.00907035	0.32550616239	0.21003505776
PRKACA	cellular lipid metabolic process	all_up	GOBP slim name	2.85179	1.33656	0.135487	0.0790207	PhosphoScore	alcohol metabolic process;anatomical structure formation involved in morphogenesis;biological regulation;biosynthetic process;carbohydrate metabolic process;catabolic process;cell cycle;cell maturation;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular lipid metabolic process;cellular metabolic process;cellular process;coagulation;developmental maturation;developmental process;energy reserve metabolic process;establishment of localization;fluid transport;generation of precursor metabolites and energy;glycerol ether metabolic process;homeostatic process;immune system process;lipid metabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;mitotic cell cycle;multicellular organismal process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of protein modification process;regulation of transport;response to chemical stimulus;response to endogenous stimulus;response to stimulus;response to stress;signal transduction;small molecule metabolic process;transmembrane transport;transport	Amoebiasis;Apoptosis;Bile secretion;Calcium signaling pathway;Chemokine signaling pathway;Dilated cardiomyopathy;Endocrine and other factor-regulated calcium reabsorption;Gap junction;Gastric acid secretion;GnRH signaling pathway;Hedgehog signaling pathway;Insulin signaling pathway;Long-term potentiation;MAPK signaling pathway;Meiosis - yeast;Melanogenesis;Olfactory transduction;Oocyte meiosis;Prion diseases;Progesterone-mediated oocyte maturation;Salivary secretion;Taste transduction;Vascular smooth muscle contraction;Vasopressin-regulated water reabsorption;Vibrio cholerae infection;Wnt signaling pathway	P17612	kin	PhosphoScore	P17612	323	0.00165	0.00865472	0.38638047172999995	0.105615906792
PRKACA	developmental maturation	all_up	GOBP slim name	2.85179	1.33656	0.0637923	0.190072	PhosphoScore	alcohol metabolic process;anatomical structure formation involved in morphogenesis;biological regulation;biosynthetic process;carbohydrate metabolic process;catabolic process;cell cycle;cell maturation;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular lipid metabolic process;cellular metabolic process;cellular process;coagulation;developmental maturation;developmental process;energy reserve metabolic process;establishment of localization;fluid transport;generation of precursor metabolites and energy;glycerol ether metabolic process;homeostatic process;immune system process;lipid metabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;mitotic cell cycle;multicellular organismal process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of protein modification process;regulation of transport;response to chemical stimulus;response to endogenous stimulus;response to stimulus;response to stress;signal transduction;small molecule metabolic process;transmembrane transport;transport	Amoebiasis;Apoptosis;Bile secretion;Calcium signaling pathway;Chemokine signaling pathway;Dilated cardiomyopathy;Endocrine and other factor-regulated calcium reabsorption;Gap junction;Gastric acid secretion;GnRH signaling pathway;Hedgehog signaling pathway;Insulin signaling pathway;Long-term potentiation;MAPK signaling pathway;Meiosis - yeast;Melanogenesis;Olfactory transduction;Oocyte meiosis;Prion diseases;Progesterone-mediated oocyte maturation;Salivary secretion;Taste transduction;Vascular smooth muscle contraction;Vasopressin-regulated water reabsorption;Vibrio cholerae infection;Wnt signaling pathway	P17612	kin	PhosphoScore	P17612	106	0.0161947	0.04371	0.18192224321699998	0.25404263231999996
PRKACA	energy reserve metabolic process	all_up	GOBP slim name	2.85179	1.33656	0.254654	0.231017	PhosphoScore	alcohol metabolic process;anatomical structure formation involved in morphogenesis;biological regulation;biosynthetic process;carbohydrate metabolic process;catabolic process;cell cycle;cell maturation;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular lipid metabolic process;cellular metabolic process;cellular process;coagulation;developmental maturation;developmental process;energy reserve metabolic process;establishment of localization;fluid transport;generation of precursor metabolites and energy;glycerol ether metabolic process;homeostatic process;immune system process;lipid metabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;mitotic cell cycle;multicellular organismal process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of protein modification process;regulation of transport;response to chemical stimulus;response to endogenous stimulus;response to stimulus;response to stress;signal transduction;small molecule metabolic process;transmembrane transport;transport	Amoebiasis;Apoptosis;Bile secretion;Calcium signaling pathway;Chemokine signaling pathway;Dilated cardiomyopathy;Endocrine and other factor-regulated calcium reabsorption;Gap junction;Gastric acid secretion;GnRH signaling pathway;Hedgehog signaling pathway;Insulin signaling pathway;Long-term potentiation;MAPK signaling pathway;Meiosis - yeast;Melanogenesis;Olfactory transduction;Oocyte meiosis;Prion diseases;Progesterone-mediated oocyte maturation;Salivary secretion;Taste transduction;Vascular smooth muscle contraction;Vasopressin-regulated water reabsorption;Vibrio cholerae infection;Wnt signaling pathway	P17612	kin	PhosphoScore	P17612	87	4.03098e-4	0.00294898	0.7262197306599999	0.30876808152
PRKACA	generation of precursor metabolites and energy	all_up	GOBP slim name	2.85179	1.33656	0.1958	0.136839	PhosphoScore	alcohol metabolic process;anatomical structure formation involved in morphogenesis;biological regulation;biosynthetic process;carbohydrate metabolic process;catabolic process;cell cycle;cell maturation;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular lipid metabolic process;cellular metabolic process;cellular process;coagulation;developmental maturation;developmental process;energy reserve metabolic process;establishment of localization;fluid transport;generation of precursor metabolites and energy;glycerol ether metabolic process;homeostatic process;immune system process;lipid metabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;mitotic cell cycle;multicellular organismal process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of protein modification process;regulation of transport;response to chemical stimulus;response to endogenous stimulus;response to stimulus;response to stress;signal transduction;small molecule metabolic process;transmembrane transport;transport	Amoebiasis;Apoptosis;Bile secretion;Calcium signaling pathway;Chemokine signaling pathway;Dilated cardiomyopathy;Endocrine and other factor-regulated calcium reabsorption;Gap junction;Gastric acid secretion;GnRH signaling pathway;Hedgehog signaling pathway;Insulin signaling pathway;Long-term potentiation;MAPK signaling pathway;Meiosis - yeast;Melanogenesis;Olfactory transduction;Oocyte meiosis;Prion diseases;Progesterone-mediated oocyte maturation;Salivary secretion;Taste transduction;Vascular smooth muscle contraction;Vasopressin-regulated water reabsorption;Vibrio cholerae infection;Wnt signaling pathway	P17612	kin	PhosphoScore	P17612	140	0.00169297	0.00871566	0.558380482	0.18289353383999998
PRKACA	homeostatic process	all_up	GOBP slim name	2.85179	1.33656	0.136567	0.0510676	PhosphoScore	alcohol metabolic process;anatomical structure formation involved in morphogenesis;biological regulation;biosynthetic process;carbohydrate metabolic process;catabolic process;cell cycle;cell maturation;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular lipid metabolic process;cellular metabolic process;cellular process;coagulation;developmental maturation;developmental process;energy reserve metabolic process;establishment of localization;fluid transport;generation of precursor metabolites and energy;glycerol ether metabolic process;homeostatic process;immune system process;lipid metabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;mitotic cell cycle;multicellular organismal process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of protein modification process;regulation of transport;response to chemical stimulus;response to endogenous stimulus;response to stimulus;response to stress;signal transduction;small molecule metabolic process;transmembrane transport;transport	Amoebiasis;Apoptosis;Bile secretion;Calcium signaling pathway;Chemokine signaling pathway;Dilated cardiomyopathy;Endocrine and other factor-regulated calcium reabsorption;Gap junction;Gastric acid secretion;GnRH signaling pathway;Hedgehog signaling pathway;Insulin signaling pathway;Long-term potentiation;MAPK signaling pathway;Meiosis - yeast;Melanogenesis;Olfactory transduction;Oocyte meiosis;Prion diseases;Progesterone-mediated oocyte maturation;Salivary secretion;Taste transduction;Vascular smooth muscle contraction;Vasopressin-regulated water reabsorption;Vibrio cholerae infection;Wnt signaling pathway	P17612	kin	PhosphoScore	P17612	683	1.41422e-5	2.80824e-4	0.38946040492999995	0.06825491145599999
PRKACA	lipid metabolic process	all_up	GOBP slim name	2.85179	1.33656	0.130998	0.0708988	PhosphoScore	alcohol metabolic process;anatomical structure formation involved in morphogenesis;biological regulation;biosynthetic process;carbohydrate metabolic process;catabolic process;cell cycle;cell maturation;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular lipid metabolic process;cellular metabolic process;cellular process;coagulation;developmental maturation;developmental process;energy reserve metabolic process;establishment of localization;fluid transport;generation of precursor metabolites and energy;glycerol ether metabolic process;homeostatic process;immune system process;lipid metabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;mitotic cell cycle;multicellular organismal process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of protein modification process;regulation of transport;response to chemical stimulus;response to endogenous stimulus;response to stimulus;response to stress;signal transduction;small molecule metabolic process;transmembrane transport;transport	Amoebiasis;Apoptosis;Bile secretion;Calcium signaling pathway;Chemokine signaling pathway;Dilated cardiomyopathy;Endocrine and other factor-regulated calcium reabsorption;Gap junction;Gastric acid secretion;GnRH signaling pathway;Hedgehog signaling pathway;Insulin signaling pathway;Long-term potentiation;MAPK signaling pathway;Meiosis - yeast;Melanogenesis;Olfactory transduction;Oocyte meiosis;Prion diseases;Progesterone-mediated oocyte maturation;Salivary secretion;Taste transduction;Vascular smooth muscle contraction;Vasopressin-regulated water reabsorption;Vibrio cholerae infection;Wnt signaling pathway	P17612	kin	PhosphoScore	P17612	371	0.00130889	0.00699754	0.37357878642	0.094760500128
PRKACA	Wnt signaling pathway	all_up	KEGG name	2.85179	1.33656	0.0549854	0.181497	PhosphoScore	alcohol metabolic process;anatomical structure formation involved in morphogenesis;biological regulation;biosynthetic process;carbohydrate metabolic process;catabolic process;cell cycle;cell maturation;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular lipid metabolic process;cellular metabolic process;cellular process;coagulation;developmental maturation;developmental process;energy reserve metabolic process;establishment of localization;fluid transport;generation of precursor metabolites and energy;glycerol ether metabolic process;homeostatic process;immune system process;lipid metabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;mitotic cell cycle;multicellular organismal process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of protein modification process;regulation of transport;response to chemical stimulus;response to endogenous stimulus;response to stimulus;response to stress;signal transduction;small molecule metabolic process;transmembrane transport;transport	Amoebiasis;Apoptosis;Bile secretion;Calcium signaling pathway;Chemokine signaling pathway;Dilated cardiomyopathy;Endocrine and other factor-regulated calcium reabsorption;Gap junction;Gastric acid secretion;GnRH signaling pathway;Hedgehog signaling pathway;Insulin signaling pathway;Long-term potentiation;MAPK signaling pathway;Meiosis - yeast;Melanogenesis;Olfactory transduction;Oocyte meiosis;Prion diseases;Progesterone-mediated oocyte maturation;Salivary secretion;Taste transduction;Vascular smooth muscle contraction;Vasopressin-regulated water reabsorption;Vibrio cholerae infection;Wnt signaling pathway	P17612	kin	PhosphoScore	P17612	136	0.00957598	0.0480975	0.15680681386599998	0.24258163032
RIOK2	Ribosome biogenesis in eukaryotes	all_down	KEGG name	-0.672444	-0.760767	-0.112065	-0.300726	proteoscore	NA	Ribosome biogenesis in eukaryotes	Q9BVS4	kin	proteoscore	Q9BVS4	155	3.85088e-6	2.12761e-4	0.07535743686	0.22878241684199999
TTK	regulation of mitotic cell cycle	all_down	GOBP slim name	-0.481554	-0.664197	-0.110904	-0.0479277	proteoscore	biological regulation;cellular component organization;cellular metabolic process;cellular process;cytoskeleton organization;macromolecule metabolic process;macromolecule modification;metabolic process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;regulation of protein modification process	Cell cycle;Cell cycle - yeast	P33981	kin	proteoscore	P33981	600	8.21438e-4	0.00518999	0.053406264816	0.0318334345569
MAP4K4	regulation of mitotic cell cycle	all_down	GOBP slim name	-0.341546	-1.98284	-0.110904	-0.0479277	proteoscore	anatomical structure morphogenesis;biological regulation;cellular component morphogenesis;cellular component organization;cellular metabolic process;cellular process;developmental process;macromolecule metabolic process;macromolecule modification;metabolic process;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of cell cycle;regulation of mitotic cell cycle;regulation of protein modification process;response to stimulus;signal transduction	MAPK signaling pathway	O95819	kin	proteoscore	O95819	600	8.21438e-4	0.00518999	0.037878817584	0.09503296066799999
BUB1	cell cycle	all_down	GOBP slim name	-0.062922034	-0.048237	-0.119064	-0.0959194	VIPER	biological regulation;cell cycle;cell death;cell division;cell proliferation;cellular component organization;cellular process;chromosome segregation;death;mitosis;mitotic cell cycle;nuclear division;organelle fission;organelle organization;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;response to stimulus;signal transduction;viral reproduction	Cell cycle;Cell cycle - yeast;Meiosis - yeast;Oocyte meiosis;Progesterone-mediated oocyte maturation	O43683	kin	VIPER	O43683	1227	9.05768e-9	1.25902e-6	0.007491749056176	0.0046268640978
BUB1	cell division	all_down	GOBP slim name	-0.062922034	-0.048237	-0.151235	-0.084733	VIPER	biological regulation;cell cycle;cell death;cell division;cell proliferation;cellular component organization;cellular process;chromosome segregation;death;mitosis;mitotic cell cycle;nuclear division;organelle fission;organelle organization;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;response to stimulus;signal transduction;viral reproduction	Cell cycle;Cell cycle - yeast;Meiosis - yeast;Oocyte meiosis;Progesterone-mediated oocyte maturation	O43683	kin	VIPER	O43683	659	7.88207e-7	2.73902e-5	0.009516013811990002	0.004087265721000001
BUB1	chromosome segregation	all_down	GOBP slim name	-0.062922034	-0.048237	-0.174758	-0.177686	VIPER	biological regulation;cell cycle;cell death;cell division;cell proliferation;cellular component organization;cellular process;chromosome segregation;death;mitosis;mitotic cell cycle;nuclear division;organelle fission;organelle organization;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;response to stimulus;signal transduction;viral reproduction	Cell cycle;Cell cycle - yeast;Meiosis - yeast;Oocyte meiosis;Progesterone-mediated oocyte maturation	O43683	kin	VIPER	O43683	263	9.15035e-6	2.11983e-4	0.010996128817772	0.008571039582000001
BUB1	mitosis	all_down	GOBP slim name	-0.062922034	-0.048237	-0.186048	-0.0727376	VIPER	biological regulation;cell cycle;cell death;cell division;cell proliferation;cellular component organization;cellular process;chromosome segregation;death;mitosis;mitotic cell cycle;nuclear division;organelle fission;organelle organization;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;response to stimulus;signal transduction;viral reproduction	Cell cycle;Cell cycle - yeast;Meiosis - yeast;Oocyte meiosis;Progesterone-mediated oocyte maturation	O43683	kin	VIPER	O43683	552	8.66428e-8	6.02167e-6	0.011706518581632	0.0035086436112
BUB1	mitotic cell cycle	all_down	GOBP slim name	-0.062922034	-0.048237	-0.164848	-0.0926452	VIPER	biological regulation;cell cycle;cell death;cell division;cell proliferation;cellular component organization;cellular process;chromosome segregation;death;mitosis;mitotic cell cycle;nuclear division;organelle fission;organelle organization;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;response to stimulus;signal transduction;viral reproduction	Cell cycle;Cell cycle - yeast;Meiosis - yeast;Oocyte meiosis;Progesterone-mediated oocyte maturation	O43683	kin	VIPER	O43683	884	5.54953e-10	1.54277e-7	0.010372571460832	0.0044689265124
BUB1	nuclear division	all_down	GOBP slim name	-0.062922034	-0.048237	-0.186048	-0.0727376	VIPER	biological regulation;cell cycle;cell death;cell division;cell proliferation;cellular component organization;cellular process;chromosome segregation;death;mitosis;mitotic cell cycle;nuclear division;organelle fission;organelle organization;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;response to stimulus;signal transduction;viral reproduction	Cell cycle;Cell cycle - yeast;Meiosis - yeast;Oocyte meiosis;Progesterone-mediated oocyte maturation	O43683	kin	VIPER	O43683	552	8.66428e-8	8.0289e-6	0.011706518581632	0.0035086436112
BUB1	organelle fission	all_down	GOBP slim name	-0.062922034	-0.048237	-0.181224	-0.0616351	VIPER	biological regulation;cell cycle;cell death;cell division;cell proliferation;cellular component organization;cellular process;chromosome segregation;death;mitosis;mitotic cell cycle;nuclear division;organelle fission;organelle organization;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;response to stimulus;signal transduction;viral reproduction	Cell cycle;Cell cycle - yeast;Meiosis - yeast;Oocyte meiosis;Progesterone-mediated oocyte maturation	O43683	kin	VIPER	O43683	574	1.32353e-7	6.13235e-6	0.011402982689616	0.0029730923187
BUB1	regulation of mitotic cell cycle	all_down	GOBP slim name	-0.062922034	-0.048237	-0.110904	-0.0479277	VIPER	biological regulation;cell cycle;cell death;cell division;cell proliferation;cellular component organization;cellular process;chromosome segregation;death;mitosis;mitotic cell cycle;nuclear division;organelle fission;organelle organization;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;response to stimulus;signal transduction;viral reproduction	Cell cycle;Cell cycle - yeast;Meiosis - yeast;Oocyte meiosis;Progesterone-mediated oocyte maturation	O43683	kin	VIPER	O43683	600	8.21438e-4	0.00518999	0.006978305258736	0.0023118884649
PGK1	alcohol metabolic process	all_up	GOBP slim name	0.305951	0.367455	0.114141	0.157146	proteoscore	alcohol metabolic process;biosynthetic process;carbohydrate metabolic process;cell differentiation;cellular metabolic process;cellular process;developmental process;metabolic process;phosphorus metabolic process;primary metabolic process;small molecule metabolic process	Carbon fixation in photosynthetic organisms;Glycolysis / Gluconeogenesis	P00558	kin	proteoscore	P00558	211	0.00179449	0.00907035	0.034921553091	0.05774408343
