gene_name	UNIPROT	difference	significant	logpval
SRC	P12931	-0.0238147	NA	5.0805299999999998E-2
SRCAP	Q6ZRS2	-0.106306	NA	0.64666900000000005
SREBF1	P36956	1.3011	NA	0.67970399999999997
SREK1	Q8WXA9	0.0546975	NA	0.36726599999999998
SREK1IP1	Q8N9Q2	-0.62903	NA	0.84707200000000005
SRFBP1	Q8NEF9	-1.06382	+	2.8938600000000001
SRGAP2	O75044	-0.0985489	NA	0.300682
SRGN	P10124	0.43326	+	1.93072
SRI	P30626	0.467079	+	2.2608100000000002
SRM	P19623	-0.516806	+	4.2557700000000001
SRP14	P37108	0.191958	NA	1.49142
SRP19	P09132	-0.244591	NA	1.16767
SRP54	P61011	0.0129743	NA	0.111513
SRP68	Q9UHB9	-0.227336	+	2.9325800000000002
SRP72	O76094	-0.148072	NA	3.77068
SRP9	P49458	0.311644	NA	0.96855599999999997
SRPK1	Q96SB4	-0.906527	+	6.0896299999999997
SRPK2	P78362	-0.236716	NA	2.01024
SRPRB	Q9Y5M8	-0.200513	NA	0.92468300000000003
SRR	Q9GZT4	0.0918193	NA	0.14164099999999999
SRRM1	Q8IYB3	-0.0109024	NA	6.4194000000000001E-2
SRRM2	Q9UQ35	-0.105603	NA	1.7634799999999999
SRRT	Q9BXP5	0.127675	NA	0.74071299999999995
SRSF1	Q07955	0.0538802	NA	0.32771800000000001
SRSF10	O75494	-0.0435228	NA	5.7991800000000003E-2
SRSF11	Q05519	0.0280323	NA	0.254276
SRSF2	Q01130	0.268001	NA	0.28642499999999999
SRSF3	P84103	-0.0741787	NA	0.14296500000000001
SRSF4	Q08170	0.0852065	NA	0.32351799999999997
SRSF5	Q13243	0.118908	NA	0.82677199999999995
SRSF6	Q13247	-0.078361	NA	0.46035100000000001
SRSF7	Q16629	-0.0221038	NA	0.23536899999999999
SRSF8	Q9BRL6	-0.580496	NA	0.25286500000000001
SRSF9	Q13242	-0.332244	NA	0.83845499999999995
SRXN1	Q9BYN0	-0.492762	NA	0.65271400000000002
SSB	P05455	0.150448	NA	1.1448100000000001
SSBP1	Q04837	0.151181	NA	1.22071
SSBP3	Q9BWW4	-0.328769	NA	0.21162800000000001
SSH2	Q76I76	0	NA	NaN
SSR1	P43307	0.0106888	NA	5.8784999999999997E-2
SSR3	Q9UNL2	-0.179682	NA	1.1337699999999999
SSR4	P51571	-0.0483384	NA	9.3194600000000002E-2
SSRP1	Q08945	-0.12974	NA	1.5803799999999999
SSU72	Q9NP77	-0.170049	NA	1.7864500000000001
SSX1	Q16384	-0.79388	+	1.14832
SSX2IP	Q9Y2D8	0.0751867	NA	0.38053599999999999
ST3GAL2	Q16842	0.256396	NA	1.4502900000000001
ST3GAL4	Q11206	0	NA	NaN
ST6GAL1	P15907	-1.2885	+	2.0670700000000002
ST7	Q9NRC1	-0.542079	+	2.37127
STAG2	Q8N3U4	0.0599771	NA	0.52166599999999996
STAM	Q92783	0.150222	NA	1.08222
STAM2	O75886	-0.11227	NA	0.21986700000000001
STAMBP	O95630	0.0843287	NA	0.38198500000000002
STAMBPL1	Q96FJ0	0	NA	NaN
STAR	P49675	-2.52479	+	2.7993299999999999
STARD10	Q9Y365	1.73116	+	3.5389499999999998
STARD3	Q14849	0.112463	NA	0.16308
STARD3NL	O95772	-0.0452037	NA	6.9504099999999999E-2
STARD7	Q9NQZ5	-1.0479	+	3.2034600000000002
STAT1	P42224	0.053165	NA	0.36126000000000003
STAT2	P52630	0.546959	+	3.1867200000000002
STAT3	P40763	-0.208652	NA	1.4988300000000001
STAT5A	P42229	0.0557227	NA	0.35785099999999997
STAT5B	P51692	0.305851	+	2.1631
STAT6	P42226	0.785665	+	3.1302400000000001
STAU1	O95793	-0.154232	NA	0.98891200000000001
STAU2	Q9NUL3	-0.169033	NA	3.2847499999999998
STEAP3	Q658P3	-0.962948	+	2.7669000000000001
STIL	Q15468	-0.36631	NA	0.44806600000000002
STIM1	Q13586	0.221192	+	2.9931899999999998
STIM2	Q9P246	0.0151172	NA	3.9538900000000002E-2
STIP1	P31948	-0.0797958	NA	0.44201000000000001
STK10	O94804	0.0885675	NA	4.33575E-2
STK11	Q15831	-0.344811	NA	0.59519599999999995
STK11IP	Q8N1F8	0.206872	NA	0.46507700000000002
STK17B	O94768	-1.51052	+	1.8260000000000001
STK24	Q9Y6E0	0.0343971	NA	0.19251499999999999
STK25	O00506	0.249383	+	2.4677500000000001
STK26	Q9P289	-0.275579	+	2.29515
STK3	Q13188	-0.160647	NA	0.34254499999999999
STK38	Q15208	0.198575	NA	1.2790900000000001
STK38L	Q9Y2H1	-0.59524	NA	0.65883499999999995
STK4	Q13043	-0.680338	+	3.5838299999999998
STMN1	P16949	0.448473	+	1.6591499999999999
STMN2	Q93045	0.501782	NA	0.147649
STOM	P27105	-0.186607	NA	0.72204000000000002
STOML2	Q9UJZ1	0.134926	NA	0.57331399999999999
STON2	Q8WXE9	-0.370189	+	1.6936199999999999
STRADA	Q7RTN6	0.525947	NA	0.44822499999999998
STRAP	Q9Y3F4	-0.116	NA	2.0277099999999999
STRBP	Q96SI9	0.188344	NA	2.7894199999999998
STRIP1	Q5VSL9	0.120867	NA	0.27338400000000002
STRIP2	Q9ULQ0	-0.073885	NA	4.9138500000000002E-2
STRN	O43815	0.105273	NA	0.70882199999999995
STRN3	Q13033	-0.068964	NA	0.31396299999999999
STRN4	Q9NRL3	-0.542552	+	3.6333899999999999
STT3A	P46977	-0.182642	NA	0.59645099999999995
STT3B	Q8TCJ2	-0.333076	NA	1.1841999999999999
STUB1	Q9UNE7	-0.573878	+	4.2601399999999998
STX10	O60499	0.229009	NA	0.67478000000000005
STX12	Q86Y82	0.064775	NA	0.41953099999999999
STX17	P56962	-0.101206	NA	0.234232
STX18	Q9P2W9	-0.107554	NA	0.68827199999999999
STX2	P32856	0.299154	NA	0.28701399999999999
STX3	Q13277	0.532783	+	4.5800299999999998
STX4	Q12846	0.219984	NA	0.78040900000000002
STX5	Q13190	0.359594	NA	1.3146
STX6	O43752	0.0792551	NA	0.40430700000000003
STX7	O15400	0.178362	NA	1.5383500000000001
STX8	Q9UNK0	0.204379	NA	1.08385
STXBP1	P61764	0.0716825	NA	0.60467099999999996
STXBP2	Q15833	0.336047	+	2.88672
STXBP3	O00186	0.386652	+	2.5200999999999998
STXBP4	Q6ZWJ1	-0.578851	NA	0.841364
STXBP5	Q5T5C0	-0.754151	+	4.5569199999999999
SUB1	P53999	0.267928	NA	0.85855300000000001
SUCLA2	Q9P2R7	0.174359	NA	1.93448
SUCLG1	P53597	0.379526	+	2.0278100000000001
SUCLG2	Q96I99	0.444098	+	4.0572100000000004
SUDS3	Q9H7L9	0.227468	NA	0.353713
SUFU	Q9UMX1	0.194395	NA	0.17402999999999999
SUGP1	Q8IWZ8	-0.343629	+	1.5408999999999999
SUGP2	Q8IX01	-0.0829458	NA	0.70185399999999998
SUGT1	Q9Y2Z0	-0.231785	NA	1.18414
SULT1A1	P50225	0.668768	+	3.51593
SUMF1	Q8NBK3	1.95402	+	2.78538
SUMF2	Q8NBJ7	0.28352	NA	1.62347
SUMO1	P63165	0.547679	+	3.24749
SUMO2	P61956	0.0657659	NA	6.8447099999999997E-2
SUMO3	P55854	1.47234	+	1.7567299999999999
SUN1	O94901	0.13538	NA	1.5485899999999999
SUN2	Q9UH99	0.635587	+	3.14954
SUOX	P51687	0.39748	+	1.3396600000000001
SUPT16H	Q9Y5B9	-0.159357	NA	1.3309299999999999
SUPT20H	Q8NEM7	0.376509	NA	0.488479
SUPT3H	O75486	-0.151369	NA	9.5391000000000004E-2
SUPT4H1	P63272	-0.123025	NA	0.484983
SUPT5H	O00267	-0.0750117	NA	1.9956
SUPT6H	Q7KZ85	-0.674101	+	5.5898899999999996
SUPT7L	O94864	-0.217121	NA	0.77549900000000005
SUPV3L1	Q8IYB8	0.198236	NA	2.52929
SURF1	Q15526	0.536122	+	4.9937899999999997
SURF2	Q15527	-1.05163	+	2.0161099999999998
SURF4	O15260	0.162695	NA	0.58161399999999996
SURF6	O75683	-0.834105	+	1.8111600000000001
SUV39H1	O43463	-0.653504	+	2.8582800000000002
SUZ12	Q15022	-0.218769	NA	1.54715
SVIL	O95425	-1.69644	NA	0.69217700000000004
SVIP	Q8NHG7	0.0752709	NA	5.30394E-2
SWAP70	Q9UH65	-0.0804815	NA	0.21356700000000001
SYAP1	Q96A49	-0.587743	+	3.9598399999999998
SYK	P43405	0.0373268	NA	7.2767600000000002E-2
SYMPK	Q92797	0.0448403	NA	0.53695599999999999
SYNCRIP	O60506	-0.0693593	NA	0.48601899999999998
SYNE1	Q8NF91	-0.00843287	NA	2.6909599999999999E-2
SYNE2	Q8WXH0	-0.662645	NA	0.479713
SYNE3	Q6ZMZ3	0.470639	NA	0.30464400000000003
SYNGAP1	Q96PV0	-0.317539	NA	0.61434200000000005
SYNGR1	O43759	0.676583	+	1.4441299999999999
SYNGR2	O43760	-0.109806	NA	0.38381500000000002
SYNJ1	O43426	-0.487638	+	1.5307200000000001
SYNJ2	O15056	0.449202	+	2.0707200000000001
SYNRG	Q9UMZ2	-0.452023	+	2.4477099999999998
SYPL1	Q16563	-0.366488	NA	0.78045399999999998
SYS1	Q8N2H4	-0.00136805	NA	1.20353E-3
SYT4	Q9H2B2	-0.216734	NA	0.45236700000000002
SYTL1	Q8IYJ3	0.272289	NA	0.345501
SYVN1	Q86TM6	-0.105031	NA	0.38697900000000002
TAB1	Q15750	-0.0425587	NA	0.29035499999999997
TAB2	Q9NYJ8	-0.246962	NA	0.32522600000000002
TACC1	O75410	-0.792202	+	3.2835200000000002
TACC3	Q9Y6A5	-1.16092	+	4.9359500000000001
TACO1	Q9BSH4	-0.0876951	NA	0.49422500000000003
TADA1	Q96BN2	-0.147977	NA	0.431338
TADA2B	Q86TJ2	-0.0709267	NA	0.124736
TADA3	O75528	-0.962968	+	2.9365299999999999
TAF1	P21675	-0.274809	NA	0.68683700000000003
TAF12	Q16514	0.102222	NA	0.27224399999999999
TAF15	Q92804	0.35329700000000003	NA	1.17777
TAF1C	Q15572	-0.436945	NA	0.55509699999999995
TAF2	Q6P1X5	-0.040823	NA	0.133191
TAF4	O00268	-0.016901	NA	5.63788E-2
TAF4B	Q92750	0.430995	NA	1.0984400000000001
TAF5	Q15542	0.0201735	NA	5.0783200000000001E-2
TAF5L	O75529	-0.263555	NA	0.68615999999999999
TAF6	P49848	0.229891	+	2.81928
TAF6L	Q9Y6J9	-0.0130363	NA	3.5838000000000002E-2
TAF7	Q15545	-0.163274	NA	0.36192400000000002
TAF8	Q7Z7C8	-0.129424	NA	0.54696
TAF9	Q16594	0.220728	NA	0.859487
TAGLN2	P37802	0.228701	NA	0.87306099999999998
TAGLN3	Q9UI15	0	NA	NaN
TAL1	P17542	1.16394	+	1.9064399999999999
TALDO1	P37837	0.387537	+	2.7475100000000001
TAMM41	Q96BW9	0.317786	+	2.65909
TANC2	Q9HCD6	0	NA	NaN
TANGO2	Q6ICL3	1.60709	+	4.22621
TANGO6	Q9C0B7	-0.83166	+	2.4828199999999998
TANK	Q92844	0.561313	NA	0.51526099999999997
TAOK1	Q7L7X3	-0.222529	NA	0.95575900000000003
TAOK2	Q9UL54	0.0399218	NA	5.4172900000000003E-2
TAOK3	Q9H2K8	-0.240306	NA	1.4556100000000001
TAP1	Q03518	0.369076	NA	0.348049
TAP2	Q03519	0	NA	NaN
TAPBP	O15533	0.518612	+	1.8254900000000001
TAPT1	Q6NXT6	-0.216508	NA	0.60412500000000002
TARBP1	Q13395	-0.358084	+	2.00393
TARBP2	Q15633	-0.124507	NA	1.1246700000000001
TARDBP	Q13148	0.0353441	NA	0.22891600000000001
TARS2	Q9BW92	0.479818	+	5.0786800000000003
TATDN1	Q6P1N9	-0.0465741	NA	0.315166
TATDN3	Q17R31	0.178751	NA	0.30217899999999998
TAX1BP1	Q86VP1	-0.80026	+	1.43049
TAX1BP3	O14907	0.861375	+	3.3161900000000002
TBC1D1	Q86TI0	0	NA	NaN
TBC1D10A	Q9BXI6	-0.399689	+	1.9049499999999999
TBC1D10B	Q4KMP7	0.0605006	NA	0.16811599999999999
TBC1D13	Q9NVG8	0.0505962	NA	0.210891
TBC1D14	Q9P2M4	-0.446174	NA	0.46956500000000001
TBC1D15	Q8TC07	0.0729051	NA	0.94718800000000003
TBC1D17	Q9HA65	0.631422	+	1.4899199999999999
TBC1D2	Q9BYX2	1.48013	+	2.5641500000000002
TBC1D20	Q96BZ9	0.226432	NA	0.33022800000000002
TBC1D22A	Q8WUA7	-1.11048	+	1.36121
TBC1D22B	Q9NU19	0.179229	NA	0.30263099999999998
TBC1D23	Q9NUY8	0.154333	NA	1.3099799999999999
TBC1D24	Q9ULP9	0.189798	NA	0.42593700000000001
TBC1D25	Q3MII6	-0.415987	NA	0.211203
TBC1D2B	Q9UPU7	0.171922	NA	0.29837599999999997
TBC1D31	Q96DN5	-0.381782	NA	0.44402399999999997
TBC1D4	O60343	0.130529	NA	0.66184200000000004
TBC1D5	Q92609	0.247645	+	2.4664999999999999
TBC1D7	Q9P0N9	-0.150532	NA	9.3283500000000005E-2
TBC1D8B	Q0IIM8	0	NA	NaN
TBC1D9B	Q66K14	0.0155525	NA	4.5731099999999997E-2
TBCA	O75347	0.00375414	NA	9.8336799999999992E-3
TBCB	Q99426	-0.148557	NA	0.69126100000000001
TBCC	Q15814	-0.232546	+	3.0440999999999998
TBCD	Q9BTW9	0.0596094	NA	0.47593600000000003
TBCE	Q15813	-0.135063	NA	2.6896800000000001
TBCEL	Q5QJ74	2.38487	+	0.99672799999999995
TBK1	Q9UHD2	-0.182125	NA	3.2317200000000001
TBL1X	O60907	0.0292034	NA	2.1802700000000001E-2
TBL1XR1	Q9BZK7	-0.0328979	NA	0.203849
TBL2	Q9Y4P3	-0.0971918	NA	0.91652599999999995
TBL3	Q12788	-0.819528	+	4.3740199999999998
TBP	P20226	-0.0255909	NA	6.0122500000000002E-2
TBPL1	P62380	-0.689764	+	2.0729000000000002
TBRG4	Q969Z0	-0.244147	NA	2.1339399999999999
TBXAS1	P24557	-0.509663	NA	0.39049099999999998
TCAF1	Q9Y4C2	-0.517988	+	3.1724199999999998
TCAF2	A6NFQ2	-0.00817347	NA	4.0898900000000002E-2
TCEA1	P23193	0.151971	NA	0.97346299999999997
TCERG1	O14776	-0.030179	NA	0.21393300000000001
TCF12	Q99081	0.00901079	NA	1.4064699999999999E-2
TCF20	Q9UGU0	-0.154356	NA	0.16337299999999999
TCF25	Q9BQ70	-0.0564556	NA	6.5603300000000003E-2
TCF3	P15923	0.719057	+	1.00682
TCIRG1	Q13488	0.182401	NA	0.59248500000000004
TCOF1	Q13428	-0.0906658	NA	1.12578
TCP1	P17987	-0.303153	+	3.4797099999999999
TCP11L2	Q8N4U5	-0.287417	NA	0.22600999999999999
TDG	Q13569	0.597706	+	1.3896500000000001
TDP1	Q9NUW8	-0.307781	NA	0.61081700000000005
TDP2	O95551	-0.452233	+	1.8892500000000001
TDRD3	Q9H7E2	0.398015	NA	0.81071800000000005
TDRD7	Q8NHU6	-0.54854	NA	0.99456900000000004
TDRKH	Q9Y2W6	0.689064	+	5.8124099999999999
TEC	P42680	-0.461258	+	2.6192700000000002
TECR	Q9NZ01	0.0315595	NA	0.36679899999999999
TEFM	Q96QE5	0.48047	NA	1.08064
TELO2	Q9Y4R8	-0.544337	+	2.9037899999999999
TERF1	P54274	0.472059	NA	0.39620100000000003
TERF2	Q15554	0.237824	+	2.40625
TERF2IP	Q9NYB0	-0.0771861	NA	0.33214100000000002
TES	Q9UGI8	0.181544	NA	1.05491
TESC	Q96BS2	3.09378	+	2.3354699999999999
TEX10	Q9NXF1	0.110358	NA	0.55390600000000001
TEX2	Q8IWB9	0.0826409	NA	9.6476699999999999E-2
TEX264	Q9Y6I9	-0.24864	NA	0.94038699999999997
TEX30	Q5JUR7	0.054739	NA	4.8088199999999998E-2
TF	P02787	0.427534	NA	1.1043400000000001
TFAM	Q00059	0.490761	NA	0.95058900000000002
TFAP4	Q01664	-1.5111	+	4.7732599999999996
TFB1M	Q8WVM0	0.147031	NA	1.86432
TFB2M	Q9H5Q4	-1.37399	+	5.7053399999999996
TFCP2	Q12800	-0.365664	+	2.1062400000000001
TFDP1	Q14186	1.39087	NA	0.69898700000000002
TFG	Q92734	-0.103529	NA	1.30901
TFIP11	Q9UBB9	-0.00765228	NA	5.4602600000000001E-2
TFPI	P10646	0.593873	NA	0.590943
TFR2	Q9UP52	1.2238	+	6.7396700000000003
TFRC	P02786	0.331715	+	1.9413
TGFB1	P01137	-0.214925	NA	1.1341399999999999
TGFBR1	P36897	-2.31259	+	2.5464799999999999
TGFBR3	Q03167	-0.349092	NA	1.0161
TGFBRAP1	Q8WUH2	0.0951309	NA	0.17735699999999999
TGM1	P22735	0	NA	NaN
TGM2	P21980	0.61612	+	4.7802100000000003
TGM7	Q96PF1	0	NA	NaN
TGOLN2	O43493	-0.685176	+	3.4922900000000001
TGS1	Q96RS0	-0.309441	NA	1.4893400000000001
THADA	Q6YHU6	-0.491664	+	2.95688
THAP11	Q96EK4	0.293608	NA	0.74367499999999997
THEM4	Q5T1C6	0.239521	NA	1.0543499999999999
THEM6	Q8WUY1	0.131915	NA	1.12056
THEMIS2	Q5TEJ8	0.922374	+	4.3287800000000001
THG1L	Q9NWX6	0.0862584	NA	0.331127
THNSL1	Q8IYQ7	0.414667	+	2.35236
THOC1	Q96FV9	0.016449	NA	0.21857099999999999
THOC2	Q8NI27	-0.30546	+	2.7117100000000001
THOC3	Q96J01	-0.145845	NA	0.55884599999999995
THOC5	Q13769	0.0265827	NA	0.88674200000000003
THOC6	Q86W42	-0.0384588	NA	0.24482300000000001
THOC7	Q6I9Y2	0.335994	NA	0.59236500000000003
THOP1	P52888	0.0228205	NA	0.22685
THRAP3	Q9Y2W1	0.306094	+	2.9738799999999999
THTPA	Q9BU02	0.0886841	NA	0.20950099999999999
THUMPD1	Q9NXG2	0.234943	NA	1.68485
THUMPD3	Q9BV44	-0.331631	+	1.8731100000000001
THYN1	Q9P016	0.408248	NA	1.22194
TIA1	P31483	0.0825334	NA	0.42363699999999999
TIAL1	Q01085	0.0818152	NA	0.471912
TIMELESS	Q9UNS1	-0.385524	NA	1.19089
TIMM10	P62072	-0.32046	NA	0.184809
TIMM13	Q9Y5L4	-0.245623	NA	0.458451
TIMM17A	Q99595	-1.78323	+	4.1664700000000003
TIMM17B	O60830	-0.00722122	NA	2.2125300000000001E-2
TIMM21	Q9BVV7	0.0415831	NA	0.13617799999999999
TIMM22	Q9Y584	0.167121	NA	0.78690700000000002
TIMM23	O14925	0.981212	NA	0.27175500000000002
TIMM44	O43615	0.257191	+	3.5131700000000001
TIMM50	Q3ZCQ8	0.128173	NA	0.81363600000000003
TIMM8A	O60220	1.06204	NA	0.50820699999999996
TIMM8B	Q9Y5J9	-0.43877	NA	0.50802099999999994
TIMM9	Q9Y5J7	0.29297	NA	0.281671
TIMMDC1	Q9NPL8	0.111799	NA	0.59515899999999999
TIMP1	P01033	0.28189	+	2.3119000000000001
TIPIN	Q9BVW5	-0.839194	+	1.3735999999999999
TIPRL	O75663	-0.100701	NA	1.15659
TJAP1	Q5JTD0	0.14132	NA	0.17541200000000001
TJP1	Q07157	-0.176254	NA	0.87424599999999997
TJP2	Q9UDY2	0.577883	+	4.7480000000000002
TJP3	O95049	0	NA	NaN
TK1	P04183	-0.640413	+	4.68581
TK2	O00142	0.665761	+	1.37253
TKT	P29401	0.194714	NA	2.0096400000000001
TKTL2	Q9H0I9	0.0948701	NA	0.14335800000000001
TLCD1	Q96CP7	0.0366583	NA	8.4663600000000006E-2
TLE3	Q04726	0.00999308	NA	7.6877299999999996E-2
TLK1	Q9UKI8	-0.260583	+	2.3856299999999999
TLK2	Q86UE8	0.114275	NA	0.244092
TLN1	Q9Y490	0.0728211	NA	1.2023200000000001
TLN2	Q9Y4G6	0.450112	NA	0.45844099999999999
TM2D2	Q9BX73	-1.21566	+	1.54071
TM2D3	Q9BRN9	-1.05051	+	2.9387699999999999
TM4SF4	P48230	-0.226368	NA	0.44794800000000001
TM7SF2	O76062	0.500169	+	1.15079
TM7SF3	Q9NS93	0.109297	NA	0.15984499999999999
TM9SF1	O15321	0.193769	NA	1.3373699999999999
TM9SF2	Q99805	-0.388915	+	1.50193
TM9SF3	Q9HD45	0.10428	NA	0.40176800000000001
TM9SF4	Q92544	-0.0785975	NA	0.31551200000000001
TMA16	Q96EY4	-0.457592	NA	0.506023
TMA7	Q9Y2S6	-0.0362892	NA	5.5576399999999998E-2
TMBIM1	Q969X1	0.250102	NA	0.87172799999999995
TMBIM4	Q9HC24	-0.290757	NA	0.26705400000000001
TMBIM6	P55061	-0.00837803	NA	2.06964E-2
TMC1	Q8TDI8	0	NA	NaN
TMC6	Q7Z403	1.31886	+	2.6447600000000002
TMCO1	Q9UM00	-0.306538	NA	1.60084
TMED1	Q13445	0.266298	+	2.1543899999999998
TMED10	P49755	0.255977	+	3.5689099999999998
TMED2	Q15363	0.0777931	NA	0.247419
TMED3	Q9Y3Q3	-0.117116	NA	0.106056
TMED4	Q7Z7H5	0.146673	NA	0.90461800000000003
TMED5	Q9Y3A6	0.0389786	NA	8.7855299999999997E-2
TMED8	Q6PL24	-0.401907	NA	1.0987
TMED9	Q9BVK6	-0.0294747	NA	0.30833700000000003
TMEM106B	Q9NUM4	0.0323954	NA	5.2838900000000001E-2
TMEM109	Q9BVC6	-0.266201	NA	1.71618
TMEM11	P17152	0.628156	+	1.8952199999999999
TMEM126A	Q9H061	0.00924635	NA	3.3843199999999997E-2
TMEM126B	Q8IUX1	-1.44125	+	2.1423000000000001
TMEM131	Q92545	0.161893	NA	0.14966099999999999
TMEM135	Q86UB9	-0.516579	NA	0.56562400000000002
TMEM147	Q9BVK8	-0.597804	NA	0.28827999999999998
TMEM14C	Q9P0S9	0.297794	NA	0.56548500000000002
TMEM160	Q9NX00	0.363286	NA	1.05809
TMEM161A	Q9NX61	-0.346824	NA	0.72889700000000002
TMEM165	Q9HC07	-0.00466394	NA	1.05907E-2
TMEM167A	Q8TBQ9	-0.133536	NA	0.17177700000000001
TMEM168	Q9H0V1	-0.218413	NA	0.20730799999999999
TMEM175	Q9BSA9	1.46258	NA	0.58334699999999995
TMEM177	Q53S58	0.236651	NA	0.60081200000000001
TMEM179B	Q7Z7N9	-0.172528	NA	0.29056100000000001
TMEM181	Q9P2C4	1.41001	+	1.8010900000000001
TMEM184C	Q9NVA4	0.618882	NA	0.482485
TMEM192	Q8IY95	0.115615	NA	0.88588500000000003
TMEM199	Q8N511	-0.559764	+	1.52112
TMEM201	Q5SNT2	-0.541106	+	2.9816199999999999
TMEM205	Q6UW68	0.584087	+	3.2860999999999998
TMEM209	Q96SK2	-0.246453	NA	1.1314900000000001
TMEM214	Q6NUQ4	-0.2433	NA	1.11757
TMEM222	Q9H0R3	0.0760207	NA	9.6537499999999998E-2
TMEM223	A0PJW6	0.102712	NA	0.27381499999999998
TMEM230	Q96A57	-0.830335	NA	0.82291999999999998
TMEM245	Q9H330	0.316046	+	2.2793700000000001
TMEM248	Q9NWD8	-0.617512	NA	0.44196200000000002
TMEM258	P61165	0.483642	NA	0.95889899999999995
TMEM259	Q4ZIN3	-0.395081	NA	1.1055999999999999
TMEM263	Q8WUH6	0.0163541	NA	2.84224E-2
TMEM30A	Q9NV96	0.0585184	NA	0.2044
TMEM33	P57088	-0.334176	+	2.1692200000000001
TMEM38B	Q9NVV0	-1.02594	NA	0.58734200000000003
TMEM41A	Q96HV5	-0.161074	NA	0.29106900000000002
TMEM41B	Q5BJD5	-0.704384	NA	0.94810000000000005
TMEM43	Q9BTV4	0.0308294	NA	0.42176900000000001
TMEM50A	O95807	-1.20298	NA	0.58033599999999996
TMEM50B	P56557	0.559717	NA	0.64126499999999997
TMEM59	Q9BXS4	1.4382	+	2.35873
TMEM63A	O94886	0.330391	+	1.6778
TMEM63B	Q5T3F8	1.32391	+	4.0813199999999998
TMEM65	Q6PI78	0.509881	+	1.7115400000000001
TMEM68	Q96MH6	-0.02844	NA	7.6974600000000004E-2
TMEM69	Q5SWH9	-0.854257	+	1.01525
TMEM70	Q9BUB7	-0.186806	NA	1.68354
TMEM87A	Q8NBN3	-0.395312	+	2.0338699999999998
TMEM9	Q9P0T7	0.332743	NA	0.79975399999999996
TMEM97	Q5BJF2	-0.386624	NA	0.89568499999999995
TMEM9B	Q9NQ34	0.258625	NA	1.02291
TMF1	P82094	-0.570946	+	1.36765
TMLHE	Q9NVH6	0.865555	+	3.8872599999999999
TMOD1	P28289	1.24142	+	5.1418600000000003
TMOD2	Q9NZR1	1.49499	+	2.51735
TMOD3	Q9NYL9	-0.120763	NA	1.20062
TMPO	P42166;P42167	0.206735	NA	2.5402900000000002
TMPPE	Q6ZT21	0.0187244	NA	5.3893000000000003E-2
TMTC3	Q6ZXV5	-0.102225	NA	0.62681500000000001
TMUB1	Q9BVT8	-0.258173	NA	1.5659000000000001
TMUB2	Q71RG4	-0.272866	NA	0.285381
TMX1	Q9H3N1	-0.0343981	NA	0.230239
TMX2	Q9Y320	-0.772801	+	4.2004099999999998
TMX3	Q96JJ7	-0.0473461	NA	0.183335
TMX4	Q9H1E5	-0.0717115	NA	0.26717000000000002
TNFAIP2	Q03169	0.432065	NA	1.2169300000000001
TNFAIP8	O95379	0.258544	NA	0.62878699999999998
TNFAIP8L2	Q6P589	0.0604246	NA	3.2718400000000002E-2
TNFRSF10A	O00220	-2.81678	+	3.4260799999999998
TNFRSF8	P28908	-1.39511	+	3.77583
TNIK	Q9UKE5	-0.16072	NA	1.09327
TNIP1	Q15025	-0.945031	+	3.4439299999999999
TNK1	Q13470	1.39256	NA	0.54742100000000005
TNK2	Q07912	0.686846	NA	0.571469
TNKS1BP1	Q9C0C2	0.504129	+	5.7658899999999997
TNPO1	Q92973	-0.443889	+	2.5701999999999998
TNPO2	O14787	-0.232161	NA	1.29332
TNPO3	Q9Y5L0	-0.297382	+	3.2307299999999999
TNRC6A	Q8NDV7	-0.737221	NA	0.64582799999999996
TNRC6B	Q9UPQ9	-0.135385	NA	0.57382699999999998
TOE1	Q96GM8	-0.229075	NA	1.5431999999999999
TOLLIP	Q9H0E2	0.601975	+	4.2484400000000004
TOM1	O60784	0.752507	+	3.8438599999999998
TOM1L1	O75674	0.0550551	NA	0.17055400000000001
TOM1L2	Q6ZVM7	0.34364	NA	0.34664699999999998
TOMM20	Q15388	-0.16174	NA	0.49545
TOMM22	Q9NS69	-0.123848	NA	1.0797099999999999
TOMM34	Q15785	-0.186077	NA	1.0281800000000001
TOMM40	O96008	-0.152496	NA	1.6016900000000001
TOMM40L	Q969M1	0.0523171	NA	3.2571500000000003E-2
TOMM5	Q8N4H5	0.812964	+	2.9183599999999998
TONSL	Q96HA7	-0.119198	NA	0.72627600000000003
TOP1	P11387	0.0823636	NA	0.69072900000000004
TOP2A	P11388	-1.01398	+	5.8985300000000001
TOP2B	Q02880	0.268561	+	3.2494100000000001
TOP3A	Q13472	-0.360404	+	1.6416299999999999
TOP3B	O95985	-0.0955229	NA	0.76273500000000005
TOPBP1	Q92547	-0.433257	+	2.1399499999999998
TOR1A	O14656	-0.330832	+	3.8466300000000002
TOR1AIP1	Q5JTV8	0.0870223	NA	0.39252100000000001
TOR1AIP2	Q8NFQ8;Q9H496	-0.647561	+	3.0220500000000001
TOR1B	O14657	-0.222998	NA	0.68119700000000005
TOR2A	Q5JU69;Q8N2E6	0.0660996	NA	0.150143
TOR3A	Q9H497	0.106197	NA	0.95657800000000004
TOR4A	Q9NXH8	-0.249432	NA	1.79559
TOX4	O94842	-0.0678372	NA	0.54935900000000004
TP53BP1	Q12888	0.173965	NA	2.6465399999999999
